image_path,filename,wnid,label
tiny-imagenet-200/val/images/val_936.JPEG,val_936.JPEG,n02236044,"mantis, mantid"
tiny-imagenet-200/val/images/val_949.JPEG,val_949.JPEG,n04532670,viaduct
tiny-imagenet-200/val/images/val_958.JPEG,val_958.JPEG,n02123394,Persian cat
tiny-imagenet-200/val/images/val_960.JPEG,val_960.JPEG,n07615774,"ice lolly, lolly, lollipop, popsicle"
tiny-imagenet-200/val/images/val_964.JPEG,val_964.JPEG,n07871810,"meat loaf, meatloaf"
tiny-imagenet-200/val/images/val_977.JPEG,val_977.JPEG,n01917289,brain coral
tiny-imagenet-200/val/images/val_986.JPEG,val_986.JPEG,n03930313,"picket fence, paling"
tiny-imagenet-200/val/images/val_993.JPEG,val_993.JPEG,n03404251,fur coat
tiny-imagenet-200/val/images/val_998.JPEG,val_998.JPEG,n02113799,standard poodle
tiny-imagenet-200/val/images/val_1020.JPEG,val_1020.JPEG,n02814860,"beacon, lighthouse, beacon light, pharos"
tiny-imagenet-200/val/images/val_1040.JPEG,val_1040.JPEG,n04597913,wooden spoon
tiny-imagenet-200/val/images/val_1049.JPEG,val_1049.JPEG,n02132136,"brown bear, bruin, Ursus arctos"
tiny-imagenet-200/val/images/val_1052.JPEG,val_1052.JPEG,n01855672,goose
tiny-imagenet-200/val/images/val_1070.JPEG,val_1070.JPEG,n04486054,triumphal arch
tiny-imagenet-200/val/images/val_1084.JPEG,val_1084.JPEG,n02279972,"monarch, monarch butterfly, milkweed butterfly, Danaus plexippus"
tiny-imagenet-200/val/images/val_1104.JPEG,val_1104.JPEG,n03014705,chest
tiny-imagenet-200/val/images/val_1113.JPEG,val_1113.JPEG,n01784675,centipede
tiny-imagenet-200/val/images/val_1121.JPEG,val_1121.JPEG,n02841315,"binoculars, field glasses, opera glasses"
tiny-imagenet-200/val/images/val_1122.JPEG,val_1122.JPEG,n07871810,"meat loaf, meatloaf"
tiny-imagenet-200/val/images/val_1124.JPEG,val_1124.JPEG,n01774384,"black widow, Latrodectus mactans"
tiny-imagenet-200/val/images/val_1127.JPEG,val_1127.JPEG,n01774750,tarantula
tiny-imagenet-200/val/images/val_1129.JPEG,val_1129.JPEG,n02823428,beer bottle
tiny-imagenet-200/val/images/val_1133.JPEG,val_1133.JPEG,n04596742,wok
tiny-imagenet-200/val/images/val_1137.JPEG,val_1137.JPEG,n04275548,"spider web, spider's web"
tiny-imagenet-200/val/images/val_1139.JPEG,val_1139.JPEG,n02802426,basketball
tiny-imagenet-200/val/images/val_1143.JPEG,val_1143.JPEG,n02906734,broom
tiny-imagenet-200/val/images/val_1146.JPEG,val_1146.JPEG,n03126707,crane
tiny-imagenet-200/val/images/val_1160.JPEG,val_1160.JPEG,n03649909,"lawn mower, mower"
tiny-imagenet-200/val/images/val_1163.JPEG,val_1163.JPEG,n02730930,apron
tiny-imagenet-200/val/images/val_1166.JPEG,val_1166.JPEG,n02883205,"bow tie, bow-tie, bowtie"
tiny-imagenet-200/val/images/val_1169.JPEG,val_1169.JPEG,n04356056,"sunglasses, dark glasses, shades"
tiny-imagenet-200/val/images/val_1188.JPEG,val_1188.JPEG,n03014705,chest
tiny-imagenet-200/val/images/val_1193.JPEG,val_1193.JPEG,n07579787,plate
tiny-imagenet-200/val/images/val_1200.JPEG,val_1200.JPEG,n04149813,scoreboard
tiny-imagenet-200/val/images/val_1213.JPEG,val_1213.JPEG,n03891332,parking meter
tiny-imagenet-200/val/images/val_1225.JPEG,val_1225.JPEG,n04507155,umbrella
tiny-imagenet-200/val/images/val_1229.JPEG,val_1229.JPEG,n02206856,bee
tiny-imagenet-200/val/images/val_1232.JPEG,val_1232.JPEG,n04532106,vestment
tiny-imagenet-200/val/images/val_1235.JPEG,val_1235.JPEG,n02056570,"king penguin, Aptenodytes patagonica"
tiny-imagenet-200/val/images/val_1245.JPEG,val_1245.JPEG,n03662601,lifeboat
tiny-imagenet-200/val/images/val_1269.JPEG,val_1269.JPEG,n03637318,"lampshade, lamp shade"
tiny-imagenet-200/val/images/val_1290.JPEG,val_1290.JPEG,n03026506,Christmas stocking
tiny-imagenet-200/val/images/val_1291.JPEG,val_1291.JPEG,n02481823,"chimpanzee, chimp, Pan troglodytes"
tiny-imagenet-200/val/images/val_1307.JPEG,val_1307.JPEG,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish"
tiny-imagenet-200/val/images/val_1312.JPEG,val_1312.JPEG,n07753592,banana
tiny-imagenet-200/val/images/val_1315.JPEG,val_1315.JPEG,n03937543,pill bottle
tiny-imagenet-200/val/images/val_1317.JPEG,val_1317.JPEG,n04465501,tractor
tiny-imagenet-200/val/images/val_1320.JPEG,val_1320.JPEG,n03179701,desk
tiny-imagenet-200/val/images/val_1330.JPEG,val_1330.JPEG,n04532670,viaduct
tiny-imagenet-200/val/images/val_1341.JPEG,val_1341.JPEG,n04532670,viaduct
tiny-imagenet-200/val/images/val_1343.JPEG,val_1343.JPEG,n04487081,"trolleybus, trolley coach, trackless trolley"
tiny-imagenet-200/val/images/val_1375.JPEG,val_1375.JPEG,n02837789,"bikini, two-piece"
tiny-imagenet-200/val/images/val_1389.JPEG,val_1389.JPEG,n02669723,"academic gown, academic robe, judge's robe"
tiny-imagenet-200/val/images/val_1395.JPEG,val_1395.JPEG,n07720875,bell pepper
tiny-imagenet-200/val/images/val_1402.JPEG,val_1402.JPEG,n07875152,potpie
tiny-imagenet-200/val/images/val_1403.JPEG,val_1403.JPEG,n02226429,"grasshopper, hopper"
tiny-imagenet-200/val/images/val_1419.JPEG,val_1419.JPEG,n12267677,acorn
tiny-imagenet-200/val/images/val_1424.JPEG,val_1424.JPEG,n03796401,moving van
tiny-imagenet-200/val/images/val_1442.JPEG,val_1442.JPEG,n02917067,"bullet train, bullet"
tiny-imagenet-200/val/images/val_1489.JPEG,val_1489.JPEG,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack"
tiny-imagenet-200/val/images/val_1494.JPEG,val_1494.JPEG,n03637318,"lampshade, lamp shade"
tiny-imagenet-200/val/images/val_1496.JPEG,val_1496.JPEG,n03255030,dumbbell
tiny-imagenet-200/val/images/val_1512.JPEG,val_1512.JPEG,n02085620,Chihuahua
tiny-imagenet-200/val/images/val_1519.JPEG,val_1519.JPEG,n03770439,"miniskirt, mini"
tiny-imagenet-200/val/images/val_1524.JPEG,val_1524.JPEG,n03599486,"jinrikisha, ricksha, rickshaw"
tiny-imagenet-200/val/images/val_1527.JPEG,val_1527.JPEG,n02129165,"lion, king of beasts, Panthera leo"
tiny-imagenet-200/val/images/val_1528.JPEG,val_1528.JPEG,n03930313,"picket fence, paling"
tiny-imagenet-200/val/images/val_1530.JPEG,val_1530.JPEG,n03854065,"organ, pipe organ"
tiny-imagenet-200/val/images/val_1535.JPEG,val_1535.JPEG,n01629819,"European fire salamander, Salamandra salamandra"
tiny-imagenet-200/val/images/val_1545.JPEG,val_1545.JPEG,n02094433,Yorkshire terrier
tiny-imagenet-200/val/images/val_1584.JPEG,val_1584.JPEG,n03649909,"lawn mower, mower"
tiny-imagenet-200/val/images/val_1588.JPEG,val_1588.JPEG,n04008634,"projectile, missile"
tiny-imagenet-200/val/images/val_1604.JPEG,val_1604.JPEG,n03388043,fountain
tiny-imagenet-200/val/images/val_1612.JPEG,val_1612.JPEG,n02730930,apron
tiny-imagenet-200/val/images/val_1625.JPEG,val_1625.JPEG,n04099969,"rocking chair, rocker"
tiny-imagenet-200/val/images/val_1633.JPEG,val_1633.JPEG,n02099712,Labrador retriever
tiny-imagenet-200/val/images/val_1638.JPEG,val_1638.JPEG,n04311004,steel arch bridge
tiny-imagenet-200/val/images/val_1644.JPEG,val_1644.JPEG,n03854065,"organ, pipe organ"
tiny-imagenet-200/val/images/val_1647.JPEG,val_1647.JPEG,n02321529,"sea cucumber, holothurian"
tiny-imagenet-200/val/images/val_1654.JPEG,val_1654.JPEG,n04507155,umbrella
tiny-imagenet-200/val/images/val_1669.JPEG,val_1669.JPEG,n04067472,reel
tiny-imagenet-200/val/images/val_1674.JPEG,val_1674.JPEG,n04149813,scoreboard
tiny-imagenet-200/val/images/val_1679.JPEG,val_1679.JPEG,n03902125,"pay-phone, pay-station"
tiny-imagenet-200/val/images/val_1680.JPEG,val_1680.JPEG,n04398044,teapot
tiny-imagenet-200/val/images/val_1684.JPEG,val_1684.JPEG,n01774384,"black widow, Latrodectus mactans"
tiny-imagenet-200/val/images/val_1697.JPEG,val_1697.JPEG,n01917289,brain coral
tiny-imagenet-200/val/images/val_1713.JPEG,val_1713.JPEG,n03970156,"plunger, plumber's helper"
tiny-imagenet-200/val/images/val_1729.JPEG,val_1729.JPEG,n01855672,goose
tiny-imagenet-200/val/images/val_1743.JPEG,val_1743.JPEG,n02190166,fly
tiny-imagenet-200/val/images/val_1746.JPEG,val_1746.JPEG,n02395406,"hog, pig, grunter, squealer, Sus scrofa"
tiny-imagenet-200/val/images/val_1753.JPEG,val_1753.JPEG,n03085013,"computer keyboard, keypad"
tiny-imagenet-200/val/images/val_1771.JPEG,val_1771.JPEG,n02788148,"bannister, banister, balustrade, balusters, handrail"
tiny-imagenet-200/val/images/val_1776.JPEG,val_1776.JPEG,n09256479,coral reef
tiny-imagenet-200/val/images/val_1790.JPEG,val_1790.JPEG,n02099601,golden retriever
tiny-imagenet-200/val/images/val_1796.JPEG,val_1796.JPEG,n02099712,Labrador retriever
tiny-imagenet-200/val/images/val_1824.JPEG,val_1824.JPEG,n02815834,beaker
tiny-imagenet-200/val/images/val_1827.JPEG,val_1827.JPEG,n02814860,"beacon, lighthouse, beacon light, pharos"
tiny-imagenet-200/val/images/val_1832.JPEG,val_1832.JPEG,n01774384,"black widow, Latrodectus mactans"
tiny-imagenet-200/val/images/val_1858.JPEG,val_1858.JPEG,n02113799,standard poodle
tiny-imagenet-200/val/images/val_1869.JPEG,val_1869.JPEG,n09246464,"cliff, drop, drop-off"
tiny-imagenet-200/val/images/val_1874.JPEG,val_1874.JPEG,n02892201,"brass, memorial tablet, plaque"
tiny-imagenet-200/val/images/val_1876.JPEG,val_1876.JPEG,n01698640,"American alligator, Alligator mississipiensis"
tiny-imagenet-200/val/images/val_1880.JPEG,val_1880.JPEG,n02056570,"king penguin, Aptenodytes patagonica"
tiny-imagenet-200/val/images/val_1889.JPEG,val_1889.JPEG,n02099601,golden retriever
tiny-imagenet-200/val/images/val_1891.JPEG,val_1891.JPEG,n03160309,"dam, dike, dyke"
tiny-imagenet-200/val/images/val_1894.JPEG,val_1894.JPEG,n01770393,scorpion
tiny-imagenet-200/val/images/val_1899.JPEG,val_1899.JPEG,n02364673,"guinea pig, Cavia cobaya"
tiny-imagenet-200/val/images/val_1924.JPEG,val_1924.JPEG,n03201208,"dining table, board"
tiny-imagenet-200/val/images/val_1940.JPEG,val_1940.JPEG,n01784675,centipede
tiny-imagenet-200/val/images/val_1958.JPEG,val_1958.JPEG,n02395406,"hog, pig, grunter, squealer, Sus scrofa"
tiny-imagenet-200/val/images/val_1964.JPEG,val_1964.JPEG,n03255030,dumbbell
tiny-imagenet-200/val/images/val_1976.JPEG,val_1976.JPEG,n02074367,"dugong, Dugong dugon"
tiny-imagenet-200/val/images/val_1982.JPEG,val_1982.JPEG,n02793495,barn
tiny-imagenet-200/val/images/val_1983.JPEG,val_1983.JPEG,n02123394,Persian cat
tiny-imagenet-200/val/images/val_1988.JPEG,val_1988.JPEG,n02841315,"binoculars, field glasses, opera glasses"
tiny-imagenet-200/val/images/val_1989.JPEG,val_1989.JPEG,n03400231,"frying pan, frypan, skillet"
tiny-imagenet-200/val/images/val_2037.JPEG,val_2037.JPEG,n02795169,"barrel, cask"
tiny-imagenet-200/val/images/val_2041.JPEG,val_2041.JPEG,n04465501,tractor
tiny-imagenet-200/val/images/val_2045.JPEG,val_2045.JPEG,n04285008,"sports car, sport car"
tiny-imagenet-200/val/images/val_2060.JPEG,val_2060.JPEG,n02123045,"tabby, tabby cat"
tiny-imagenet-200/val/images/val_2068.JPEG,val_2068.JPEG,n03980874,poncho
tiny-imagenet-200/val/images/val_2073.JPEG,val_2073.JPEG,n01641577,"bullfrog, Rana catesbeiana"
tiny-imagenet-200/val/images/val_2085.JPEG,val_2085.JPEG,n02415577,"bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis"
tiny-imagenet-200/val/images/val_2088.JPEG,val_2088.JPEG,n02129165,"lion, king of beasts, Panthera leo"
tiny-imagenet-200/val/images/val_2091.JPEG,val_2091.JPEG,n09332890,"lakeside, lakeshore"
tiny-imagenet-200/val/images/val_2103.JPEG,val_2103.JPEG,n04540053,volleyball
tiny-imagenet-200/val/images/val_2143.JPEG,val_2143.JPEG,n03160309,"dam, dike, dyke"
tiny-imagenet-200/val/images/val_2144.JPEG,val_2144.JPEG,n09246464,"cliff, drop, drop-off"
tiny-imagenet-200/val/images/val_2146.JPEG,val_2146.JPEG,n02132136,"brown bear, bruin, Ursus arctos"
tiny-imagenet-200/val/images/val_2167.JPEG,val_2167.JPEG,n07747607,orange
tiny-imagenet-200/val/images/val_2170.JPEG,val_2170.JPEG,n02123394,Persian cat
tiny-imagenet-200/val/images/val_2184.JPEG,val_2184.JPEG,n02963159,cardigan
tiny-imagenet-200/val/images/val_2200.JPEG,val_2200.JPEG,n02233338,"cockroach, roach"
tiny-imagenet-200/val/images/val_2223.JPEG,val_2223.JPEG,n02917067,"bullet train, bullet"
tiny-imagenet-200/val/images/val_2236.JPEG,val_2236.JPEG,n02085620,Chihuahua
tiny-imagenet-200/val/images/val_2266.JPEG,val_2266.JPEG,n04596742,wok
tiny-imagenet-200/val/images/val_2267.JPEG,val_2267.JPEG,n12267677,acorn
tiny-imagenet-200/val/images/val_2286.JPEG,val_2286.JPEG,n03617480,kimono
tiny-imagenet-200/val/images/val_2287.JPEG,val_2287.JPEG,n07695742,pretzel
tiny-imagenet-200/val/images/val_2296.JPEG,val_2296.JPEG,n02988304,CD player
tiny-imagenet-200/val/images/val_2330.JPEG,val_2330.JPEG,n02364673,"guinea pig, Cavia cobaya"
tiny-imagenet-200/val/images/val_2340.JPEG,val_2340.JPEG,n02113799,standard poodle
tiny-imagenet-200/val/images/val_2361.JPEG,val_2361.JPEG,n01774384,"black widow, Latrodectus mactans"
tiny-imagenet-200/val/images/val_2369.JPEG,val_2369.JPEG,n01944390,snail
tiny-imagenet-200/val/images/val_2414.JPEG,val_2414.JPEG,n02730930,apron
tiny-imagenet-200/val/images/val_2417.JPEG,val_2417.JPEG,n03085013,"computer keyboard, keypad"
tiny-imagenet-200/val/images/val_2426.JPEG,val_2426.JPEG,n03447447,gondola
tiny-imagenet-200/val/images/val_2434.JPEG,val_2434.JPEG,n02410509,bison
tiny-imagenet-200/val/images/val_2441.JPEG,val_2441.JPEG,n04596742,wok
tiny-imagenet-200/val/images/val_2442.JPEG,val_2442.JPEG,n04398044,teapot
tiny-imagenet-200/val/images/val_2444.JPEG,val_2444.JPEG,n03733131,maypole
tiny-imagenet-200/val/images/val_2471.JPEG,val_2471.JPEG,n03837869,obelisk
tiny-imagenet-200/val/images/val_2485.JPEG,val_2485.JPEG,n04487081,"trolleybus, trolley coach, trackless trolley"
tiny-imagenet-200/val/images/val_2492.JPEG,val_2492.JPEG,n02837789,"bikini, two-piece"
tiny-imagenet-200/val/images/val_2496.JPEG,val_2496.JPEG,n07747607,orange
tiny-imagenet-200/val/images/val_2503.JPEG,val_2503.JPEG,n01882714,"koala, koala bear, kangaroo bear, native bear, Phascolarctos cinereus"
tiny-imagenet-200/val/images/val_2504.JPEG,val_2504.JPEG,n04366367,suspension bridge
tiny-imagenet-200/val/images/val_2506.JPEG,val_2506.JPEG,n02837789,"bikini, two-piece"
tiny-imagenet-200/val/images/val_2522.JPEG,val_2522.JPEG,n03837869,obelisk
tiny-imagenet-200/val/images/val_2529.JPEG,val_2529.JPEG,n01770393,scorpion
tiny-imagenet-200/val/images/val_2532.JPEG,val_2532.JPEG,n07749582,lemon
tiny-imagenet-200/val/images/val_2536.JPEG,val_2536.JPEG,n04371430,"swimming trunks, bathing trunks"
tiny-imagenet-200/val/images/val_2546.JPEG,val_2546.JPEG,n03814639,neck brace
tiny-imagenet-200/val/images/val_2547.JPEG,val_2547.JPEG,n02106662,"German shepherd, German shepherd dog, German police dog, alsatian"
tiny-imagenet-200/val/images/val_2564.JPEG,val_2564.JPEG,n03026506,Christmas stocking
tiny-imagenet-200/val/images/val_2573.JPEG,val_2573.JPEG,n01983481,"American lobster, Northern lobster, Maine lobster, Homarus americanus"
tiny-imagenet-200/val/images/val_2579.JPEG,val_2579.JPEG,n03255030,dumbbell
tiny-imagenet-200/val/images/val_2584.JPEG,val_2584.JPEG,n04562935,water tower
tiny-imagenet-200/val/images/val_2591.JPEG,val_2591.JPEG,n01742172,"boa constrictor, Constrictor constrictor"
tiny-imagenet-200/val/images/val_2594.JPEG,val_2594.JPEG,n04507155,umbrella
tiny-imagenet-200/val/images/val_2607.JPEG,val_2607.JPEG,n01910747,jellyfish
tiny-imagenet-200/val/images/val_2608.JPEG,val_2608.JPEG,n01910747,jellyfish
tiny-imagenet-200/val/images/val_2615.JPEG,val_2615.JPEG,n07711569,mashed potato
tiny-imagenet-200/val/images/val_2621.JPEG,val_2621.JPEG,n02927161,"butcher shop, meat market"
tiny-imagenet-200/val/images/val_2634.JPEG,val_2634.JPEG,n02094433,Yorkshire terrier
tiny-imagenet-200/val/images/val_2646.JPEG,val_2646.JPEG,n04486054,triumphal arch
tiny-imagenet-200/val/images/val_2647.JPEG,val_2647.JPEG,n02843684,birdhouse
tiny-imagenet-200/val/images/val_2662.JPEG,val_2662.JPEG,n02321529,"sea cucumber, holothurian"
tiny-imagenet-200/val/images/val_2664.JPEG,val_2664.JPEG,n04501370,turnstile
tiny-imagenet-200/val/images/val_2677.JPEG,val_2677.JPEG,n02699494,altar
tiny-imagenet-200/val/images/val_2683.JPEG,val_2683.JPEG,n02056570,"king penguin, Aptenodytes patagonica"
tiny-imagenet-200/val/images/val_2697.JPEG,val_2697.JPEG,n02892201,"brass, memorial tablet, plaque"
tiny-imagenet-200/val/images/val_2704.JPEG,val_2704.JPEG,n02364673,"guinea pig, Cavia cobaya"
tiny-imagenet-200/val/images/val_2705.JPEG,val_2705.JPEG,n03089624,"confectionery, confectionary, candy store"
tiny-imagenet-200/val/images/val_2718.JPEG,val_2718.JPEG,n03937543,pill bottle
tiny-imagenet-200/val/images/val_2724.JPEG,val_2724.JPEG,n04265275,space heater
tiny-imagenet-200/val/images/val_2749.JPEG,val_2749.JPEG,n02123394,Persian cat
tiny-imagenet-200/val/images/val_2780.JPEG,val_2780.JPEG,n02113799,standard poodle
tiny-imagenet-200/val/images/val_2803.JPEG,val_2803.JPEG,n02190166,fly
tiny-imagenet-200/val/images/val_2847.JPEG,val_2847.JPEG,n02509815,"lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens"
tiny-imagenet-200/val/images/val_2851.JPEG,val_2851.JPEG,n07875152,potpie
tiny-imagenet-200/val/images/val_2870.JPEG,val_2870.JPEG,n02423022,gazelle
tiny-imagenet-200/val/images/val_2881.JPEG,val_2881.JPEG,n03424325,"gasmask, respirator, gas helmet"
tiny-imagenet-200/val/images/val_2885.JPEG,val_2885.JPEG,n04456115,torch
tiny-imagenet-200/val/images/val_2900.JPEG,val_2900.JPEG,n02165456,"ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle"
